LP	Substancja	EAN	Nazwa	Postać	Dawka	Zawartość	Wskazania	Odpłatność	Dopłata
4198	Valsartanum	05909990818983	Valsacor 160	tabletki powlekane	160 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	18,67
4199	Valsartanum	05909990074969	Valsacor 160 mg tabletki powlekane	tabletki powlekane	160 mg	28 szt. (4 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	9,94
4200	Valsartanum	05909990818990	Valsacor 160 mg tabletki powlekane	tabletki powlekane	160 mg	90 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	23,95
4201	Valsartanum	05909991216306	Valsacor 320 mg tabletki powlekane	tabletki powlekane	320 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	11,27
4202	Valsartanum	05909990779147	Valsacor 320 mg tabletki powlekane	tabletki powlekane	320 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	17,57
4203	Valsartanum	05909990818853	Valsacor 80	tabletki powlekane	80 mg	60 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	10,55
4204	Valsartanum	05909990074945	Valsacor 80 mg tabletki powlekane	tabletki powlekane	80 mg	28 szt. (4 blist.po 7 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,61
4205	Valsartanum	05909990818860	Valsacor 80 mg tabletki powlekane	tabletki powlekane	80 mg	90 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	13,65
4206	Valsartanum	05909991345815	Valsartan Aurovitas	tabletki powlekane	160 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,87
4207	Valsartanum	05909991345785	Valsartan Aurovitas	tabletki powlekane	80 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	3,13
4208	Valsartanum	05909991266455	Valsartan Genoptim	tabletki powlekane	160 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	6,24
4209	Valsartanum	05909991266479	Valsartan Genoptim	tabletki powlekane	160 mg	56 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	11,80
4210	Valsartanum	05909991266387	Valsartan Genoptim	tabletki powlekane	80 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	3,32
4211	Valsartanum	05909991282608	Valsartan Medical Valley	tabletki powlekane	160 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,26
4212	Valsartanum	05909991282455	Valsartan Medical Valley	tabletki powlekane	80 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	2,82
4213	Valsartanum	05909990804580	Valtap	tabletki powlekane	160 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,33
4214	Valsartanum	05909991344375	Valtap	tabletki powlekane	160 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,94
4215	Valsartanum	05909991088118	Valtap	tabletki powlekane	160 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	9,97
4216	Valsartanum	05909990804542	Valtap	tabletki powlekane	80 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	2,91
4217	Valsartanum	05909991088101	Valtap	tabletki powlekane	80 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,43
4218	Valsartanum	05909991202330	Valzek	tabletki	160 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	7,44
4219	Valsartanum	05909991202286	Valzek	tabletki	80 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	4,36
4220	Valsartanum	05909990827480	Vanatex	tabletki powlekane	160 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	9,94
4221	Valsartanum	05909990827459	Vanatex	tabletki powlekane	80 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; nadciśnienie tętnicze inne niż określone w ChPL - u dzieci do 6 roku życia; przewlekła choroba nerek u dzieci do 18 roku życia; leczenie renoprotekcyjne u dzieci do 18 roku życia	30%	5,61
4222	Valsartanum + Hydrochlorothiazidum	05909991230234	Axudan HCT	tabletki powlekane	160+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	5,91
4223	Valsartanum + Hydrochlorothiazidum	05909991251857	Axudan HCT	tabletki powlekane	160+12.5 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,03
4224	Valsartanum + Hydrochlorothiazidum	05909991230333	Axudan HCT	tabletki powlekane	160+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	5,91
4225	Valsartanum + Hydrochlorothiazidum	05909991254407	Axudan HCT	tabletki powlekane	160+25 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,03
4226	Valsartanum + Hydrochlorothiazidum	05909991325749	Axudan HCT	tabletki powlekane	320+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	11,37
4227	Valsartanum + Hydrochlorothiazidum	05909991325572	Axudan HCT	tabletki powlekane	80+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	3,20
4228	Valsartanum + Hydrochlorothiazidum	05909990874255	Co-Bespres	tabletki powlekane	160+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	10,79
4229	Valsartanum + Hydrochlorothiazidum	05909991305932	Co-Bespres	tabletki powlekane	160+25 mg	14 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	3,47
4230	Valsartanum + Hydrochlorothiazidum	05909991282028	Co-Bespres	tabletki powlekane	160+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,52
4231	Valsartanum + Hydrochlorothiazidum	05909990740864	Co-Bespres	tabletki powlekane	160+25 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	10,72
4232	Valsartanum + Hydrochlorothiazidum	05909991305949	Co-Bespres	tabletki powlekane	160+25 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,55
4233	Valsartanum + Hydrochlorothiazidum	05909990740833	Co-Bespres	tabletki powlekane	80+12.5 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	5,49
4234	Valsartanum + Hydrochlorothiazidum	05909991062927	Co-Diovan	tabletki powlekane	160+25 mg	14 szt. (1 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	9,81
4235	Valsartanum + Hydrochlorothiazidum	05909990829989	Co-Dipper	tabletki powlekane	160+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	10,84
4236	Valsartanum + Hydrochlorothiazidum	05909990830008	Co-Dipper	tabletki powlekane	160+12.5 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	12,12
4237	Valsartanum + Hydrochlorothiazidum	05909990830107	Co-Dipper	tabletki powlekane	160+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	10,84
4238	Valsartanum + Hydrochlorothiazidum	05909990830138	Co-Dipper	tabletki powlekane	160+25 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	13,24
4239	Valsartanum + Hydrochlorothiazidum	05909990830176	Co-Dipper	tabletki powlekane	320+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	14,26
4240	Valsartanum + Hydrochlorothiazidum	05909990830244	Co-Dipper	tabletki powlekane	320+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	14,26
4241	Valsartanum + Hydrochlorothiazidum	05909990829927	Co-Dipper	tabletki powlekane	80+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,06
4242	Valsartanum + Hydrochlorothiazidum	05909990829941	Co-Dipper	tabletki powlekane	80+12.5 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,96
4243	Valsartanum + Hydrochlorothiazidum	05909990740246	Co-Valsacor	tabletki powlekane	160+12.5 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	9,94
4244	Valsartanum + Hydrochlorothiazidum	05909990740253	Co-Valsacor	tabletki powlekane	160+12.5 mg	56 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	14,43
4245	Valsartanum + Hydrochlorothiazidum	05909990740260	Co-Valsacor	tabletki powlekane	160+12.5 mg	98 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	24,35
4246	Valsartanum + Hydrochlorothiazidum	05909990740277	Co-Valsacor	tabletki powlekane	160+25 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	9,94
4247	Valsartanum + Hydrochlorothiazidum	05909990740284	Co-Valsacor	tabletki powlekane	160+25 mg	56 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	14,43
4248	Valsartanum + Hydrochlorothiazidum	05909990740291	Co-Valsacor	tabletki powlekane	160+25 mg	98 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	24,35
4249	Valsartanum + Hydrochlorothiazidum	05909991349721	Co-Valsacor	tabletki powlekane	320+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	10,35
4250	Valsartanum + Hydrochlorothiazidum	05909990847464	Co-Valsacor	tabletki powlekane	320+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	17,57
4251	Valsartanum + Hydrochlorothiazidum	05909991349707	Co-Valsacor	tabletki powlekane	320+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	10,35
4252	Valsartanum + Hydrochlorothiazidum	05909990847501	Co-Valsacor	tabletki powlekane	320+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	17,57
4253	Valsartanum + Hydrochlorothiazidum	05909990740192	Co-Valsacor	tabletki powlekane	80+12.5 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	4,81
4254	Valsartanum + Hydrochlorothiazidum	05909990740208	Co-Valsacor	tabletki powlekane	80+12.5 mg	56 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	8,29
4255	Valsartanum + Hydrochlorothiazidum	05909990740239	Co-Valsacor	tabletki powlekane	80+12.5 mg	98 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	12,82
4256	Valsartanum + Hydrochlorothiazidum	05909990704132	Tensart HCT	tabletki powlekane	160+12.5 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	7,92
4257	Valsartanum + Hydrochlorothiazidum	05909990704262	Tensart HCT	tabletki powlekane	160+25 mg	28 szt. (2 blist.po 14 szt.)	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	7,92
4258	Valsartanum + Hydrochlorothiazidum	05909991136116	Valsartan + HCT Genoptim	tabletki powlekane	160+12.5 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,75
4259	Valsartanum + Hydrochlorothiazidum	05909991136376	Valsartan + HCT Genoptim	tabletki powlekane	160+25 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	6,75
4260	Valsartanum + Hydrochlorothiazidum	05909991135850	Valsartan + HCT Genoptim	tabletki powlekane	80+12.5 mg	28 tabl.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	3,59
4261	Valsartanum + Hydrochlorothiazidum	05909990847600	Valsartan + hydrochlorothiazide Krka	tabletki powlekane	160+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	8,29
4262	Valsartanum + Hydrochlorothiazidum	05909990847655	Valsartan + hydrochlorothiazide Krka	tabletki powlekane	160+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	8,29
4263	Valsartanum + Hydrochlorothiazidum	05909990801961	Valtap HCT	tabletki powlekane	160+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	5,33
4264	Valsartanum + Hydrochlorothiazidum	05909991067557	Valtap HCT	tabletki powlekane	160+12.5 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	9,97
4265	Valsartanum + Hydrochlorothiazidum	05909990802005	Valtap HCT	tabletki powlekane	160+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	5,43
4266	Valsartanum + Hydrochlorothiazidum	05909991067564	Valtap HCT	tabletki powlekane	160+25 mg	56 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	10,18
4267	Valsartanum + Hydrochlorothiazidum	05909990862375	Vanatex HCT	tabletki powlekane	160+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	10,79
4268	Valsartanum + Hydrochlorothiazidum	05909990862399	Vanatex HCT	tabletki powlekane	160+25 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	10,79
4269	Valsartanum + Hydrochlorothiazidum	05909990862351	Vanatex HCT	tabletki powlekane	80+12.5 mg	28 szt.	We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji; 	30%	5,49
4270	Venlafaxinum	05909990047956	Alventa	kaps. o przedłużonym uwalnianiu, twarde	150 mg	28 szt.	Choroby psychiczne lub upośledzenia umysłowe; <1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrębie twarzy	30%	13,04
4271	Venlafaxinum	05909991394400	Alventa	kaps. o przedłużonym uwalnianiu, twarde	150 mg	30 szt.	Choroby psychiczne lub upośledzenia umysłowe; <1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrębie twarzy	30%	9,31
4272	Venlafaxinum	05909991383886	Alventa	kaps. o przedłużonym uwalnianiu, twarde	150 mg	30 szt.	Choroby psychiczne lub upośledzenia umysłowe; <1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrębie twarzy	30%	10,94
4273	Venlafaxinum	05909991197735	Alventa	kaps. o przedłużonym uwalnianiu	150 mg	60 szt.	Choroby psychiczne lub upośledzenia umysłowe; <1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrębie twarzy	30%	25,16
4274	Venlafaxinum	05909990047901	Alventa	kaps. o przedłużonym uwalnianiu, twarde	37.5 mg	28 szt. (2 blist.po 14 szt.)	Choroby psychiczne lub upośledzenia umysłowe; <1>bólowa polineuropatia cukrzycowa; <2>neuralgia lub neuropatia w obrębie twarzy	30%	4,61
